SBARQ	SQ	WHNP	0.07563025210084033	
NP	DT	NNS	0.08735332464146023	
S	ADVP_RB	VP	0.029411764705882353	
NP	NNS	NP'	0.048239895697522815	
FRAG_NP	FRAG_NP'	NP_NNS	0.008620689655172414	
NP'	CD	RB	0.010752688172043012	
FRAG_VP	FRAG_VP'	PP	0.6363636363636364	
SQ'	NP_PRP	VP_VB	0.012987012987012988	
NP'	CC	NP	0.03763440860215054	
NP'	NN	NP'	0.051075268817204304	
NP	NP_NN	PP	0.001303780964797914	
VP	S_VP	VBP	0.045714285714285714	
SQ_VP	NP_NNP	VBP	0.017543859649122806	
FRAG_NP'	FRAG_NP'	NP	0.008620689655172414	
S	NP	VP	0.1323529411764706	
NP'	CC	NP'	0.002688172043010753	
FRAG_NP'	NN	NN	0.04310344827586207	
QP'	JJR	RB	0.07142857142857142	
S	NP_PRP	VP	0.5882352941176471	
S	INTJ_UH	VP	0.058823529411764705	
SQ_VP	SQ_VP'	VP	0.03508771929824561	
SQ_VP'	NP_NNP	VBP	0.16666666666666666	
SBARQ	SQ	WHNP_WP	0.20168067226890757	
S_VP'	NP_PRP	VB	0.9130434782608695	
PP	IN	NP_NNS	0.003952569169960474	
S_VP	INTJ_UH	S_VP'	0.012987012987012988	
VP	NP_NNS	VB	0.005714285714285714	
S	S	S'	0.04411764705882353	
VP'	PP	VBP	0.02564102564102564	
WHNP	PP	WHNP_WDT	0.18446601941747573	
SQ'	NP_NN	VP	0.012987012987012988	
SBARQ	SQ	WHNP_WHNP	0.18487394957983194	
VP	NP	VBZ	0.005714285714285714	
WHNP	RB	WRB	0.04854368932038835	
NP'	CD	NNS	0.005376344086021506	
SQ	SQ'	VBP	0.36363636363636365	
NP	NP'	RB	0.009126466753585397	
NP	NNP	POS	0.003911342894393742	
NX'	CC	NX_NN	1.0	
S_VP	ADJP_JJ	VBZ	0.006493506493506494	
S_VP	PP	VBP	0.01948051948051948	
X	IN	WP	0.6666666666666666	
TOP	FRAG_NP_NN	PUNC	0.003795066413662239	
FRAG_NP	FRAG_NP'	PP	0.5	
X_SBARQ	SQ_VP	WHNP	1.0	
SQ_VP	NP_NN	VBZ	0.017543859649122806	
ADVP	PP	RB	0.14285714285714285	
S_VP	NP_NNS	VB	0.012987012987012988	
NP	JJ	NNS	0.00651890482398957	
NP'	CC	NNP	0.008064516129032258	
VP'	PP	VBG	0.1282051282051282	
VP	MD	VP	0.13714285714285715	
PP	PP'	S_VP_VBG	0.0013175230566534915	
FRAG	PP	VP	0.030303030303030304	
QP	CC	JJR	0.07142857142857142	
NP	NP	SBAR	0.018252933507170794	
VP	NP	VBP	0.09714285714285714	
FRAG_PP	IN	NP	0.6666666666666666	
TOP	FRAG_NP_NNP	PUNC	0.0018975332068311196	
TOP	PUNC	SBAR	0.0018975332068311196	
VP	PP	VBP	0.02857142857142857	
SQ_VP	PP	VBP	0.15789473684210525	
FRAG_NP	NP	VP_VBG	0.008620689655172414	
ADJP	JJ	PP	0.2	
S	NP_NN	VP	0.014705882352941176	
SQ_VP	ADJP_JJ	VBZ	0.05263157894736842	
FRAG_VP'	NP_NNP	VBG	0.2857142857142857	
FRAG	PP	X	0.06060606060606061	
NP	NP	SBAR_S_VP	0.001303780964797914	
FRAG_WHNP'	FRAG_WHNP'	PP	0.4262295081967213	
QP'	IN	RBR	0.2857142857142857	
NP'	NP_NNS	VP	0.010752688172043012	
SQ'	NP	PP	0.025974025974025976	
FRAG_NP	ADJP	FRAG_NP'	0.008620689655172414	
SQ	NP_NP_EX	VBP	0.011363636363636364	
FRAG_VP	PP	VBG	0.2727272727272727	
SQ'	NP	NP_NP_EX	0.05194805194805195	
VP	NP_NN	VB	0.04	
FRAG_NP	DT	NNS	0.008620689655172414	
SBAR	SQ	WHNP	0.041666666666666664	
SQ	INTJ_UH	SQ'	0.011363636363636364	
FRAG_WHNP'	NP	PP	0.01639344262295082	
FRAG_NP	CD	NNS	0.008620689655172414	
S_VP'	PP	VBZ	0.021739130434782608	
FRAG_NP	JJS	NN	0.04310344827586207	
FRAG'	PP	WHNP	0.13333333333333333	
QP'	CD	QP'	0.21428571428571427	
FRAG_NP'	FRAG_NP'	PP	0.20689655172413793	
NP'	NP_NN	PP	0.010752688172043012	
SQ	SQ'	VBZ	0.1590909090909091	
NP	NP_NNP	NP_NNP	0.00651890482398957	
WHNP_WHNP	NNS	WHADJP	0.08695652173913043	
SQ'	NP	SQ'	0.025974025974025976	
S_VP	NP_NN	VBZ	0.012987012987012988	
VP	S_VP	VB	0.08571428571428572	
VP	TO	VP	0.011428571428571429	
FRAG_NP'	FRAG_NP'	SYM	0.02586206896551724	
NP'	NN	NNP	0.016129032258064516	
PP	IN	NP_NN	0.013175230566534914	
FRAG	ADVP_RB	NP_NNP	0.030303030303030304	
FRAG	NP	NP	0.06060606060606061	
FRAG_NP	NN	NN	0.02586206896551724	
PP	IN	NP_PRP	0.0013175230566534915	
QP	CD	RB	0.21428571428571427	
VP'	PP	VP'	0.15384615384615385	
S'	CC	S	0.3	
SQ_VP	PP	SQ_VP'	0.3157894736842105	
FRAG_VP	NP	VBG	0.09090909090909091	
FRAG_NP	NP_NN	PP	0.05172413793103448	
VP'	PP	VB	0.358974358974359	
FRAG_NP	NP	PP	0.05172413793103448	
VP	PP	VBZ	0.011428571428571429	
FRAG	NP	X	0.06060606060606061	
FRAG_NP	ADJP	NP_NNS	0.008620689655172414	
NP'	JJ	NP'	0.008064516129032258	
SQ'	MD	SQ'	0.012987012987012988	
SQ_VP	ADJP_JJ	VBP	0.017543859649122806	
FRAG_NP	NP_NNS	PP	0.0603448275862069	
SQ'	NP	VP_VB	0.06493506493506493	
S_VP	NP	VB	0.12337662337662338	
FRAG_NP	JJ	NNS	0.008620689655172414	
NP'	CD	DT	0.008064516129032258	
SQ'	PP	PP	0.24675324675324675	
SQ_VP	NP_NN	VBP	0.12280701754385964	
S_VP'	RB	VBP	0.010869565217391304	
FRAG'	NP	NP	0.13333333333333333	
SBAR	S	WHNP_WDT	0.041666666666666664	
SQ'	NP	NP	0.025974025974025976	
NP'	NP	VP	0.002688172043010753	
NP	NP'	NP_NN	0.002607561929595828	
VP	PP	VBN	0.017142857142857144	
NX	NX	NX'	0.5	
ADVP	ADVP_RB	PP	0.2857142857142857	
VP'	CC	VP	0.07692307692307693	
X_S_VP	NP	X_S_VP'	1.0	
VP	S	VB	0.017142857142857144	
NP	CD	JJ	0.001303780964797914	
NP'	SYM	SYM	0.002688172043010753	
FRAG	FRAG'	PP	0.18181818181818182	
NP'	CD	NNP	0.008064516129032258	
PP	IN	NP_NNP	0.3465085638998682	
SQ'	PP	SQ'	0.025974025974025976	
NP	NNP	NNP	0.196870925684485	
NP'	NP'	SYM	0.010752688172043012	
NP	DT	NX	0.001303780964797914	
PP	NP_NNP	TO	0.230566534914361	
NP	JJS	NN	0.010430247718383311	
NP'	NP	NP_NN	0.005376344086021506	
TOP	FRAG_VP	PUNC	0.020872865275142316	
SQ_VP	PP_IN	VBP	0.017543859649122806	
NP	NN	NP'	0.06388526727509779	
NP'	ADVP_RB	NP'	0.002688172043010753	
TOP	NP	PUNC	0.0056925996204933585	
TOP	FRAG_ADJP_JJ	PUNC	0.003795066413662239	
FRAG_NP'	NP_NN	PP	0.04310344827586207	
NP'	NN	NP	0.005376344086021506	
NP'	DT	JJS	0.03225806451612903	
PP'	CC	PP	0.25	
NP	NP'	VP	0.010430247718383311	
NP'	NP	SBAR	0.002688172043010753	
NP	CD	RB	0.03389830508474576	
TOP	FRAG	PUNC	0.06072106261859583	
FRAG_NP	NN	NNP	0.017241379310344827	
NP'	CD	NP'	0.08870967741935484	
SQ	MD	SQ'	0.045454545454545456	
NP'	NNP	NNP	0.08064516129032258	
NP	NNS	QP	0.009126466753585397	
FRAG	NP_NNP	X	0.030303030303030304	
FRAG_NP'	ADVP_RB	FRAG_NP'	0.008620689655172414	
PP	INTJ_UH	TO	0.0013175230566534915	
SBARQ	SQ	WHNP_WDT	0.04201680672268908	
ADJP	JJR	PP	0.4	
VP	NP	VP'	0.03428571428571429	
NP'	NN	NN	0.010752688172043012	
NP	NP_NNS	PP	0.003911342894393742	
SQ_VP	ADVP_RBS	VBP	0.017543859649122806	
NP'	NP'	PP	0.0913978494623656	
NP'	CC	CD	0.005376344086021506	
NP	NP	NP'	0.028683181225554105	
NP	NN	NN	0.01303780964797914	
NP	NN	NNP	0.01564537157757497	
VP	ADVP	VP'	0.011428571428571429	
SBARQ'	PP	WHNP_WHNP	1.0	
FRAG'	NP_NN	PP	0.13333333333333333	
S_VP	NP	VBP	0.012987012987012988	
TOP	PUNC	S	0.11005692599620494	
S	S'	VP	0.10294117647058823	
SQ'	ADJP_JJ	NP	0.012987012987012988	
ADJP	JJ	RBS	0.2	
FRAG_NP'	NP	PP	0.19827586206896552	
NP	NP	PP	0.04302477183833116	
SQ_VP	NP	VBP	0.07017543859649122	
VP	NP	VBG	0.03428571428571429	
FRAG_NP	ADVP_RB	FRAG_NP'	0.017241379310344827	
TOP	FRAG_WHNP	PUNC	0.0683111954459203	
ADJP	ADJP'	PP	0.2	
S_VP	TO	VP	0.14935064935064934	
S_VP	PP	S_VP'	0.025974025974025976	
TOP	FRAG_NP	PUNC	0.22011385199240988	
SQ	NP_PRP	VBZ	0.022727272727272728	
NP'	DT	NN	0.051075268817204304	
X	NP_DT	VBZ	0.16666666666666666	
FRAG_NP'	JJ	JJS	0.017241379310344827	
NP	NP'	SYM	0.003911342894393742	
NP'	NP_NNS	PP	0.024193548387096774	
FRAG'	FRAG'	NP	0.06666666666666667	
TOP	PUNC	SBARQ	0.22580645161290322	
TOP	ADJP_JJ	PUNC	0.0018975332068311196	
PP	IN	NP	0.2924901185770751	
FRAG_NP	CD	FRAG_NP'	0.017241379310344827	
NP	NNS	WDT	0.001303780964797914	
FRAG_VP'	NP	VBG	0.2857142857142857	
SQ	NP	VBP	0.056818181818181816	
NP	NP'	SBAR	0.007822685788787484	
NP	NNP	NP'	0.041720990873533245	
S'	INTJ_UH	NP_PRP	0.1	
PP	PP	PP'	0.0013175230566534915	
VP'	ADVP	VB	0.02564102564102564	
FRAG_NP	FRAG_NP'	NP	0.02586206896551724	
FRAG_WHNP'	PP	WHNP	0.5573770491803278	
NP	NN	QP	0.002607561929595828	
VP	NP	VB	0.10285714285714286	
SBARQ	SQ	WHADVP_WRB	0.01680672268907563	
FRAG	FRAG'	NP	0.09090909090909091	
SQ'	NP	NP_DT	0.012987012987012988	
FRAG_NP'	NP_NNP	PP	0.008620689655172414	
NP	NP_DT	PP	0.003911342894393742	
NP'	CD	CD	0.01881720430107527	
NP	DT	NN	0.10299869621903521	
VP	PP	VB	0.045714285714285714	
VP	FRAG	VBP	0.005714285714285714	
NP	NP_CD	PP	0.001303780964797914	
NP'	JJ	JJS	0.005376344086021506	
FRAG_NP	FRAG_NP'	NN	0.02586206896551724	
PP'	IN	NP	0.25	
SBARQ	S_VP	WHNP_WDT	0.008403361344537815	
WHNP	NN	WDT	0.04854368932038835	
NP	NN	NNS	0.009126466753585397	
NP'	NNS	QP	0.002688172043010753	
NP	NP	VP	0.00651890482398957	
NP'	DT	JJ	0.04838709677419355	
FRAG_NP	FRAG_NP'	VP	0.02586206896551724	
NP'	NP'	X_TO	0.002688172043010753	
FRAG_NP'	JJ	NN	0.008620689655172414	
NP'	NNP	NP'	0.03763440860215054	
NP	NNS	NP	0.001303780964797914	
NP'	DT	NNP	0.01881720430107527	
FRAG	NP	NP_NNP	0.030303030303030304	
NP	JJ	NN	0.01564537157757497	
NP	CD	NP'	0.024771838331160364	
WHADJP	JJ	WRB	1.0	
FRAG_NP'	CD	FRAG_NP'	0.034482758620689655	
NP'	JJ	NN	0.021505376344086023	
FRAG	PP	PP	0.12121212121212122	
S_VP'	NP	S_VP'	0.021739130434782608	
FRAG_WHNP	FRAG_WHNP'	PP	0.9722222222222222	
VP	PP	VP'	0.10857142857142857	
S_VP'	CC	VP	0.021739130434782608	
VP'	NP_NNP	VBP	0.02564102564102564	
NP	ADJP_JJ	NP	0.001303780964797914	
SQ_VP'	PP	SQ_VP'	0.3	
NP	NP'	QP	0.001303780964797914	
SQ_VP	NP	VBZ	0.03508771929824561	
VP	VP	VP'	0.017142857142857144	
NP	NP	NP_NNP	0.01303780964797914	
VP	PP	VBG	0.09714285714285714	
ADJP'	RB	RB	1.0	
NP	NP	NP_NN	0.001303780964797914	
FRAG'	NP_NNP	PP	0.2	
SQ_VP'	CC	VP	0.06666666666666667	
S_VP	ADVP_RB	VBZ	0.006493506493506494	
FRAG_NP'	FRAG_NP'	NN	0.017241379310344827	
VP	ADJP	VP'	0.005714285714285714	
FRAG_NP'	FRAG_NP'	NNP	0.017241379310344827	
NP	ADVP	NP'	0.003911342894393742	
NP'	NP	PP	0.17204301075268819	
S_VP	NP	S_VP'	0.525974025974026	
SQ_VP	NP_NNS	VBP	0.017543859649122806	
PP	IN	NP_DT	0.017127799736495388	
SQ'	NP_PRP	VP	0.09090909090909091	
SQ'	NP_NP_EX	SQ'	0.24675324675324675	
FRAG	NP_NNP	PP	0.18181818181818182	
SQ'	SQ'	VBZ	0.012987012987012988	
NP'	DT	RB	0.002688172043010753	
VP	ADJP	VBP	0.005714285714285714	
X_S_VP'	NP_PRP	VB	1.0	
TOP	FRAG_PP	PUNC	0.011385199240986717	
S_VP	MD	VP	0.012987012987012988	
NP	CD	NN	0.01303780964797914	
SQ_VP	ADVP_RBS	VBZ	0.017543859649122806	
FRAG	ADVP_RB	FRAG'	0.030303030303030304	
NP'	JJS	NN	0.005376344086021506	
TOP	PUNC	SQ	0.04743833017077799	
WHNP	NNS	WDT	0.6601941747572816	
VP	NP	VBD	0.005714285714285714	
SBAR	S_VP	WHNP_WDT	0.9166666666666666	
NP'	ADJP	DT	0.002688172043010753	
