NNP	Ohio	0.0006157635467980296	
NN	night	0.0006157635467980296	
NP_NNP	Ontario	0.0018472906403940886	
VBP	Do	0.001026272577996716	
CC	or	0.0016420361247947454	
INTJ_UH	<unk>	0.0006157635467980296	
JJS	earliest	0.001026272577996716	
CD	two	0.001026272577996716	
SYM	P	0.0006157635467980296	
INTJ_UH	Please	0.0008210180623973727	
VP_VB	<unk>	0.00041050903119868636	
NN	fare	0.00451559934318555	
NNS	<unk>	0.0014367816091954023	
NN	noon	0.0006157635467980296	
INTJ_UH	Okay	0.0006157635467980296	
NN	trip	0.004105090311986864	
IN	With	0.0008210180623973727	
NNP	Long	0.001026272577996716	
NP_NNP	Seattle	0.0014367816091954023	
VBD	<unk>	0.00041050903119868636	
NNP	San	0.007183908045977011	
NNP	<unk>	0.0012315270935960591	
NP_NNP	Pittsburgh	0.0028735632183908046	
NP_NN	dinner	0.0034893267651888342	
NNS	minutes	0.0014367816091954023	
VB	leave	0.001026272577996716	
NP_NNP	Oakland	0.0016420361247947454	
DT	Any	0.00041050903119868636	
VBP	depart	0.0016420361247947454	
VBP	serve	0.0018472906403940886	
VBP	make	0.0006157635467980296	
WHNP_WDT	Which	0.006568144499178982	
NNP	County	0.0012315270935960591	
VBG	departing	0.0008210180623973727	
IN	on	0.015599343185550082	
CD	four	0.0008210180623973727	
VBZ	lives	0.0006157635467980296	
IN	than	0.0016420361247947454	
NP_NNS	weekdays	0.0008210180623973727	
NN	Coach	0.0008210180623973727	
NNS	codes	0.0006157635467980296	
JJ	other	0.001026272577996716	
NN	today	0.00041050903119868636	
WHNP_WP	What	0.0051313628899835794	
NP_NNPS	Wednesdays	0.00041050903119868636	
ADJP_JJ	nonstop	0.0006157635467980296	
NNP	W	0.0016420361247947454	
DT	All	0.001026272577996716	
DT	the	0.02832512315270936	
ADJP_JJ	last	0.001026272577996716	
JJ	Last	0.0006157635467980296	
NNP	Jose	0.0016420361247947454	
WP	what	0.00041050903119868636	
VBZ	arrives	0.0006157635467980296	
NN	Return	0.0006157635467980296	
VB	travel	0.0008210180623973727	
CD	three	0.0008210180623973727	
NNP	Cincinnati	0.00041050903119868636	
NP_NN	aircraft	0.0006157635467980296	
JJ	first	0.002257799671592775	
S_VP_VBG	arriving	0.00041050903119868636	
NNP	F	0.0014367816091954023	
NP_NNP	Denver	0.0038998357963875205	
JJ	<unk>	0.003078817733990148	
POS	's	0.0008210180623973727	
NNP	Salt	0.0014367816091954023	
NN	aircraft	0.0006157635467980296	
VBP	stop	0.0012315270935960591	
NNP	Cleveland	0.0006157635467980296	
NNP	K	0.001026272577996716	
RBR	less	0.001026272577996716	
NP_DT	any	0.0006157635467980296	
NNP	New	0.005952380952380952	
NNP	Thursday	0.0014367816091954023	
VBZ	<unk>	0.001026272577996716	
NNP	Orlando	0.00041050903119868636	
NNP	Guardia	0.0008210180623973727	
VB	show	0.0008210180623973727	
VB	list	0.001026272577996716	
NN	leg	0.0006157635467980296	
VBZ	serves	0.0008210180623973727	
CD	one	0.005952380952380952	
NP_NN	Price	0.0018472906403940886	
NP_NNP	Westchester	0.00041050903119868636	
NNS	numbers	0.0008210180623973727	
NP_NNP	Detroit	0.0016420361247947454	
JJS	<unk>	0.001026272577996716	
JJ	nonstop	0.002257799671592775	
RB	<unk>	0.0014367816091954023	
CD	oh	0.0006157635467980296	
WP	What	0.0008210180623973727	
SYM	I	0.00041050903119868636	
PDT	all	0.001026272577996716	
NN	transportation	0.0018472906403940886	
VB	List	0.001026272577996716	
DT	that	0.001026272577996716	
WDT	<unk>	0.00041050903119868636	
NN	flight	0.01683087027914614	
VBG	arriving	0.003284072249589491	
NP_NNP	Atlanta	0.0016420361247947454	
VB	go	0.0006157635467980296	
NN	return	0.0006157635467980296	
NP_NNP	Nashville	0.0038998357963875205	
NNP	Air	0.0008210180623973727	
NP_NN	flight	0.0008210180623973727	
ADVP_RBS	latest	0.0006157635467980296	
NP_DT	this	0.00041050903119868636	
TO	to	0.05521346469622332	
CD	seven	0.0028735632183908046	
NP_NNP	Saturday	0.0018472906403940886	
NP_NNP	Minneapolis	0.002257799671592775	
JJS	Shortest	0.0008210180623973727	
VP_VBN	served	0.00041050903119868636	
VB	find	0.0006157635467980296	
VBZ	Does	0.0018472906403940886	
VB	have	0.0016420361247947454	
DT	a	0.0069786535303776685	
NN	lunch	0.0006157635467980296	
NP_NNP	Airline	0.00041050903119868636	
NP_NNP	Tacoma	0.0024630541871921183	
NP_NNP	Sunday	0.002257799671592775	
NNP	City	0.0069786535303776685	
VBG	leaving	0.002052545155993432	
NNP	Airlines	0.004105090311986864	
JJ	next	0.0014367816091954023	
NN	time	0.0006157635467980296	
PRT_RP	<unk>	0.00041050903119868636	
FRAG_NP_NNP	Tuesday	0.00041050903119868636	
NP_PRP	you	0.0016420361247947454	
NP_DT	Any	0.00041050903119868636	
NNP	C	0.0016420361247947454	
NNP	U	0.001026272577996716	
CD	eight	0.001026272577996716	
VBP	<unk>	0.0024630541871921183	
NNP	July	0.0006157635467980296	
NP_NNS	Wednesdays	0.00041050903119868636	
VBN	served	0.0006157635467980296	
WHADVP_WRB	<unk>	0.0006157635467980296	
NNP	Delta	0.0006157635467980296	
CD	ten	0.0026683087027914616	
NN	one	0.0006157635467980296	
CD	forty	0.0006157635467980296	
NNP	Dulles	0.00041050903119868636	
DT	any	0.0008210180623973727	
NP_NNS	flights	0.0038998357963875205	
VP_VBZ	has	0.00041050903119868636	
MD	should	0.0012315270935960591	
NNP	Southwest	0.0012315270935960591	
PUNC	.	0.07881773399014778	
MD	<unk>	0.00041050903119868636	
NNP	La	0.0008210180623973727	
NP_NP_EX	there	0.0051313628899835794	
NP_NNP	Tuesday	0.0012315270935960591	
VBP	are	0.006157635467980296	
IN	before	0.003078817733990148	
JJ	last	0.00041050903119868636	
NP_NNP	July	0.0008210180623973727	
ADVP_RB	first	0.00041050903119868636	
PUNC	?	0.02976190476190476	
SYM	A	0.0008210180623973727	
IN	after	0.004105090311986864	
INTJ_UH	oh	0.00041050903119868636	
NNP	Los	0.0024630541871921183	
NP_NNS	Airports	0.0006157635467980296	
VB	arrive	0.001026272577996716	
NN	tomorrow	0.0008210180623973727	
IN	at	0.002257799671592775	
NNP	D	0.0014367816091954023	
JJS	latest	0.001026272577996716	
FRAG_NP_NN	<unk>	0.0006157635467980296	
NP_NN	Airline	0.0006157635467980296	
RB	apart	0.001026272577996716	
NP_NN	tomorrow	0.0016420361247947454	
NN	type	0.0008210180623973727	
IN	<unk>	0.0016420361247947454	
RB	a.m	0.0024630541871921183	
IN	by	0.0008210180623973727	
NP_NNP	Washington	0.002052545155993432	
NNP	Milwaukee	0.00041050903119868636	
NNS	airlines	0.0008210180623973727	
NP_NNP	Monday	0.0012315270935960591	
NP_PRP	me	0.01867816091954023	
NN	code	0.0008210180623973727	
VBZ	's	0.0006157635467980296	
DT	The	0.0012315270935960591	
CD	six	0.0026683087027914616	
NN	number	0.0012315270935960591	
NP_NN	<unk>	0.0012315270935960591	
NP_NNP	Burbank	0.0016420361247947454	
NP_NNS	Fares	0.0006157635467980296	
NNP	Saturday	0.00041050903119868636	
NN	airline	0.0008210180623973727	
RB	p.m	0.0049261083743842365	
CD	twelve	0.0012315270935960591	
VB	make	0.00041050903119868636	
VBZ	leaves	0.001026272577996716	
INTJ_UH	Thanks	0.0006157635467980296	
NP_NNP	Montreal	0.0024630541871921183	
ADVP_RB	Only	0.0006157635467980296	
VB	Explain	0.0008210180623973727	
NNP	Newark	0.00041050903119868636	
NNP	Sunday	0.0006157635467980296	
NNP	Vegas	0.005747126436781609	
NNS	meals	0.001026272577996716	
JJS	cheapest	0.001026272577996716	
NN	price	0.0026683087027914616	
NP_NNP	Charlotte	0.002257799671592775	
CD	five	0.004310344827586207	
NP_NNP	Miami	0.003694581280788177	
VBP	need	0.0034893267651888342	
DT	all	0.0024630541871921183	
NN	way	0.002052545155993432	
IN	about	0.0014367816091954023	
NP_NNP	Thursday	0.0012315270935960591	
NNS	stopovers	0.0008210180623973727	
PP_IN	from	0.00041050903119868636	
NN	business	0.0006157635467980296	
NNP	York	0.0051313628899835794	
DT	these	0.0026683087027914616	
VBP	fly	0.0006157635467980296	
NN	Flight	0.0008210180623973727	
VBP	go	0.002052545155993432	
SYM	D	0.00041050903119868636	
NP_NNP	Wednesday	0.0026683087027914616	
IN	between	0.003078817733990148	
VP_VBG	<unk>	0.00041050903119868636	
NP_NNP	Orlando	0.003078817733990148	
ADVP_RB	here	0.0006157635467980296	
NN	reservation	0.0006157635467980296	
WDT	What	0.017651888341543513	
NN	morning	0.004105090311986864	
NP_NNP	Newark	0.006157635467980296	
IN	with	0.0014367816091954023	
WDT	what	0.00041050903119868636	
VBP	arrive	0.001026272577996716	
NP_NNP	Indianapolis	0.0026683087027914616	
NN	Ground	0.0008210180623973727	
NP_CD	one	0.00041050903119868636	
NP_NNP	Friday	0.002052545155993432	
NNP	Lake	0.0014367816091954023	
NNP	Louis	0.0008210180623973727	
NNP	American	0.0026683087027914616	
VP_VB	cost	0.0008210180623973727	
NP_NN	today	0.00041050903119868636	
NP_NNP	Delta	0.00041050903119868636	
NNS	ones	0.001026272577996716	
CC	and	0.007594417077175698	
INTJ_UH	please	0.0006157635467980296	
NP_NNP	Memphis	0.003694581280788177	
ADJP_JJ	Nonstop	0.00041050903119868636	
IN	On	0.0014367816091954023	
NNP	Angeles	0.0024630541871921183	
NP_NNS	<unk>	0.00041050903119868636	
VB	Show	0.019499178981937603	
NNP	Monday	0.0012315270935960591	
JJR	<unk>	0.00041050903119868636	
NP_NNP	Tampa	0.0034893267651888342	
NNP	Tampa	0.00041050903119868636	
NNP	Kansas	0.003694581280788177	
CD	eleven	0.001026272577996716	
NNP	Las	0.005747126436781609	
IN	via	0.0008210180623973727	
NN	ground	0.0014367816091954023	
WHNP_WDT	that	0.0049261083743842365	
FRAG_NP_NNS	Fares	0.00041050903119868636	
NP_NN	price	0.00041050903119868636	
VBZ	is	0.007389162561576354	
CC	<unk>	0.00041050903119868636	
NN	afternoon	0.002052545155993432	
DT	<unk>	0.0008210180623973727	
NN	dinner	0.0014367816091954023	
VB	fly	0.0016420361247947454	
IN	in	0.011699507389162561	
NN	cost	0.0006157635467980296	
WRB	How	0.002052545155993432	
CD	thirty	0.0026683087027914616	
IN	from	0.05008210180623974	
IN	From	0.0014367816091954023	
NP_NNP	Cleveland	0.006568144499178982	
NP_NNP	Houston	0.0038998357963875205	
NP_NNP	Dulles	0.00041050903119868636	
IN	of	0.009236453201970444	
NNS	stops	0.001026272577996716	
NNS	hours	0.001026272577996716	
CD	hundred	0.0018472906403940886	
NNS	dollars	0.001026272577996716	
VBZ	has	0.00041050903119868636	
NN	airfare	0.0014367816091954023	
NP_DT	those	0.0012315270935960591	
NNP	Saint	0.002052545155993432	
DT	this	0.0014367816091954023	
VP_VB	stop	0.0006157635467980296	
NN	evening	0.0024630541871921183	
NNP	Wednesday	0.001026272577996716	
NP_NNP	Columbus	0.0024630541871921183	
NN	<unk>	0.003694581280788177	
NNP	Friday	0.0008210180623973727	
CD	twenty	0.0008210180623973727	
IN	as	0.00041050903119868636	
ADVP_RB	<unk>	0.0012315270935960591	
WDT	Which	0.0018472906403940886	
NP_NNP	Toronto	0.0026683087027914616	
NNP	United	0.0014367816091954023	
NP_PRP	<unk>	0.0006157635467980296	
NP_NNP	Baltimore	0.004105090311986864	
NNP	P	0.00041050903119868636	
NNP	Westchester	0.0012315270935960591	
NN	class	0.003284072249589491	
CD	fifty	0.0014367816091954023	
VB	be	0.0008210180623973727	
JJS	least	0.0006157635467980296	
IN	for	0.0014367816091954023	
JJR	less	0.0008210180623973727	
NNP	A	0.0024630541871921183	
NNP	T	0.0012315270935960591	
NP_NNS	stops	0.00041050903119868636	
NP_NNP	Philadelphia	0.0018472906403940886	
X_TO	to	0.0006157635467980296	
NP_NN	noon	0.0014367816091954023	
NN	stop	0.0018472906403940886	
NNP	Beach	0.001026272577996716	
MD	Can	0.0006157635467980296	
SYM	<unk>	0.0012315270935960591	
JJ	First	0.0008210180623973727	
ADVP_RB	daily	0.001026272577996716	
FRAG_ADJP_JJ	Nonstop	0.0006157635467980296	
NNP	Paul	0.0006157635467980296	
MD	would	0.0024630541871921183	
NNP	International	0.0006157635467980296	
NP_PRP	it	0.0008210180623973727	
NP_NN	lunch	0.0008210180623973727	
ADVP_RB	Now	0.0006157635467980296	
NP_NNP	Boston	0.0016420361247947454	
VBZ	Is	0.0016420361247947454	
CD	nine	0.0018472906403940886	
NNP	J	0.001026272577996716	
X_JJ	nonstop	0.00041050903119868636	
DT	those	0.00041050903119868636	
NP_DT	these	0.002052545155993432	
VB	like	0.00451559934318555	
NNP	Diego	0.002052545155993432	
